"මම දැක්ක බොහොම නිහතමානී විනිසුරෙක්. යාපනේ මිනිස්සු බහුතරේ ඉතාම හොද අය. අත්දකීමෙන් කිව්වේ,",0
"මමත් ආසම නිලියක්. තාම නම කැත කර ගත්තු නැති,",0
"අපිට සංගීතේ උගන්නන්න සුරංගනාවියෝ වගේ ටීචර්ස්ලා හිටියේ නෑ මාත්තියෝ 😓😓😓😓😓😓😓🔫 ,",0
"මහින්දගේ බඩ අත ගාපු එකෙක් මූ. දැන් නම් සොරි තමා,",1
"මොකද බන් වෙන්නේ? ඒකි ලංකාවට,ලංකාවේ මිනිස්සුන්ට ආදරෙයි. අම්මා සිංහල​. පූජාත් සිංහල කථා කරනවා. අපේ සිනමාවට සේවයක් කරනවා. හොඳ හැදිච්ච,",0
"මාත් ආසයි අහුමුළුවලින් වචන ඇද ගන්න. දැනෙන්නෙ ලියන්න... ඔයාට පුලුවන් තවත් සාර්ථක වේවා අක්කේ...🍁 ,",0
"ලොකු එක නොදී පල ලොල්ලො,",1
"ඇත්තටම මම කොත්තු ලංකාවේද නැද්ද කියලා දැනගෙන හිටියේ නෑ. මේ විකි ලින්ක් එකෙන් තමයි දැනගත්තේ ලංකාවේ කියලා. මීට කලින් මම අහල තිබ්බේ පකිස්තාන් කෑම් අක් කියලා. සමහර විට ගෝදම්බ රොටි වලින් හදන නිසා කවුරු හරි එහෙම හිතන්න ඇති. මොනවා උනත් මම ආසම කෑම​. පහුවෙනිදාට ටොයිලට් ගියේ නැත්නම් ඒකේ නියම ආතල් එකත් නෑ. අම්බානක සැර දාලා දෙන්න තිබ්බේ නිවේදකයෝ ටිකට තරු පේන්න​. මොකද සුද්දෝ සැර කන එකක්‍ යැ....,",0
"ආදරෙ නොකර ඉන්නවා කියන එක නෙමෙ කිව්වෙ. ගරු කරනවා යුතුකම් ඉශ්ට කරනවයි තමන්ගෙ අම්මට වගෙ ආදරෙ කරනවයි කියන්නෙ දෙකක් ,",0
"යකෝ...ඔය පත් කරගත්තෙ කුණු අදින්න මන්තිරියො ටිකක් නගරසභා වල ප්‍රාදේශීය සභා වල...මේකෙන් ජනාධිපති වෙනස් කරන්න බෑ....ඔන්න ඕකයි කියන්නෙ අපි..අඩුම තරමෙ රෙදි ඉස්කෝලෙට හරි පලයං කියලා යමක් කමක් ඉගෙනගන්න.,",0
"හොඳ හඬක් ,",0
"ජය වේවා !! ,",0
"ඔය කාලකන්නි ආයෙ ලං කරගත්තොත් මරාගෙ අනාගතය ඉතාම පැහැබර වේවි,",1
"මේක කියෙව්වට පස්සේ මට වෙරි වගේ. මම කල්පනා කලේ මම කීයටද බිව්වේ කියලා. හික්ස්,",0
"සෙස් බර උදෑසනක් වේවා  💦 ,",0
"මරාට විරුද්ධ චෝදනා ටික කඩිනමෙන් විභාග කරලා අදාළ දඩුවම් දුන්නා නම් අද වෙන විට මරා හාන්සියි. මේ ආණ්ඩුවට කොන්දක් තිබුනෙ නෑ ඒ වැඩේවත් හරියට කරගන්න...තූ නෙදකින්...,",1
"ඔව් බන් ගොසිප්පා දැන් අමුතුම ස්තයිල් එකකට කොටන්නේ. අනේ දෙයියනේ කියලා බලපු සයිට් එක ලඟදිම බ්ලොක් වෙයි වගේ. ලිපිය කියවලා ඇත්ත මොකක්ද නෝන්ඩියක්ද කියලා පැත්තකට වෙලා කල්පනා කොරන්න ඕනේ. එක අතකට මේ නිවුස් කියන විදිහත් හොඳයි බොල​.,",0
"අදත් හෙටත් ඉදිරියටත්........ අරගලයට ජය වේවා....... ,",0
"මේ හිමියන්ට වන්දවන්න කියලා හෙන්ඩුවෙන් කී සැරයක් ඒ සතාට අනිනවා කියලද...උපාධි පිට උපාධි ගැහුවත් සත්ව හිංසාවට අනුබල දෙනවා නම් වැඩක් තියෙනවද ඒ උගත් කමෙන්..හිමි වැපිරූ දේම අනිතිමේ අස්වැන්නට ලැබුනා..මියන් කුමාරයගෙ ඉවසීමේ සීමාව පැන්නා.,",0
"හැම රෙද්දක්ම හම්බන්තොටටම අරන් යනවා. සලකා බැලියයුතු කාරණා කිසිවක් බලන්නේ නෑ. ගුවන්තොටුපල හදද්දි අලිගැන සැලකිය යුතුයි කියුවාම​,",0
"දවස් ගානක ඉදන් නින්දක් නෑ අයියෝ 😭😭😭😭😭 ,",0
"ගෙඩි පිටින්ම පතෝල ටිකක්..මෙලෝ රහක් නෑ...,",0
"මොකටද බන් ලැජ්ජවෙන්නේ. දූෂණය කරනවා නෙමෙයිනේ. කැමෙත්තන් ගහන්න දෙන එකනේ. මුහුදේ නැව් ගියාට පාර හිටින්නේ නෑනේ. ඇයි උඹට දුන්නොත් මේක ගහපන් කියලා උඹ ලැජ්ජාවෙන් ඇඹරෙනවද​?,",0
"ඔබට ජයම වේවා! ,",0
"අනේ බොල හරක් දයාවතියො...උඹව කෝපි කඩෙන් එලෙව්වෙත් ඔය කියන මරාගෙ කාලෙම නේද...දන්න රගපෑමක් කරගෙන නොදී ඉදපං බං කිච නොවී.,",1
"වෙලාවට හිටියේ නැහැ,",0
"සුබ රාත්‍රියක් වේවා.....❤✋  කිව්වට නිදාගන්නෙ නෑනෙ නෑනෙ 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣 ,",0
"මේ වගේ නිළධාරියෙක්ට එරෙහිව මෙහෙම තීරණ  ගන්න තුට්ටු දෙකේ කාලකන්නි නිළධාරින්ගෙ ඒවා ලාච්චුවෙ දාලා වහන්න ඕනෙ...,",1
"මරුතමා ‍හො‍දේ පල පල බන්යන්න.,",0
"සුභ රාත්රීයක් වේවා කට්ටියටම..සුභ හීනම පෙනේවා..😍 ,",0
"එළ කොල්ලෙක් තමා ඉතිං...අපි බොක්කෙන්ම සපෝට්...ඔය ඩයස් පෝරා කාරයන්ගෙ ඒවා ලාච්චුවට දාලා වහන්න ඕනෙ.,",0
"ඇත්තටම මම සතුටු වෙනව ජිනිවා වල චන්දෙ පැරදුන එක ගැන,",0
"ගරු අගමැති තුමා ණය ගෙව්වේ ඔහුගේ පොකට් එකෙන් නොව අපේ පොකට් එකේ බදු වලින් බවට අමතක නොකරන්න... ,",0
"ඔහොමම ව්‍යංගයෙන් හරි නම් දෙකත් කියලා අපේ ආතල් එක තව වැඩි කරලා දියංකො ගොසිපො...,",0
"උද්දච්ච මෝඩ සින්හල එවුන් දැන්වත් හැදෙයි,",0
"කාටද කියන්නේ මේවා 😂😂😂 ,",0
"ළමයි හදනවා නෙමෙයි බොල ඔය..හැදෙනවා...,",0
"ලන්කාව ගන විශ්වාසයක් නැ කියල රුසියවෙ එවුන්ම කියල තියෙන්නෙ කොහොමත් කල වැද්දන්ගෙ රට නෙ,",0
"පේක්ශක අපි කාටද සප් එක දෙන්න ඕනි එතකොට  ,",0
"ඇත්තටම ඩෙංගුද නැත්තං ප්‍රිය සැමියා නන්දකුමාර ආයෙමත් සවල් පාරක් දීලද කියලා මට නම් සැකයක් ඇති උනා...,",0
"නියමයි සංගා.........,",0
"අයියෝ.. එහෙනම් කරදරයක් තමයි නේද? ,",0
"උඹලා වගේ වහලුන්ට නම් සිංහයා වෙන්න ඇති...පුන්නක්කු ටිකක් පොවන්නද ?,",1
"අම'මප මෙහෙමත් ලංකාවක්,",0
"රටටම කිරි ඉතිරෙන  සුබ තෛපොංගල් දිනයක් වේවා!!!  # ,",0
"විදුරයට මලා කියන්නත් ලජ්ජා ද දන්නේ නැ,",0
"අපේ රටට නැති දෙයක් ඇති වුණා. කාලකණ්නි දේශපාලනය නිසා ආයිත් නැති වුනා.  මොනවා වුණත් සාධාරණ බදු මුදලක් ගෙවලා කරගෙන යන්න තිබුණා. බදු නොගෙවපු එකනම් වැරදි තමා.,",0
" උගන්නන්න ගිහිං ද ? ,",0
"සරනයා පව් බං. දේශපාලන හයිය නැතුව මිනිහා දැන් පන බයේ ඇත්තේ,",0
"ලමා අපචාර වලින් ලොව දිනු නබි තුමානො යන මැයෙන් රචනාවක් පලවෙනි තෑග්ග සදහා නාකි හම්බයෙක්,",1
"දෙහි ගෑවෙ නෑ අයියෝ..මේ අපෙ හාමිනේලා දෙන්නගෙ කෑමනෙ ......ඔන්න ඔහෙ දැන් මෙ නාන්න හදන්නෙ ,",0
"පර්සි අත්සන් කළා නම් ඉතින් බඩුම තමා,",0
"අෆ්ෆට හුඩු ඔව්ම තමයි. අඩේ අද දවසේ දාන සේරම කොමෙන්ට්ස් මම වරද්ද ගන්නවනේ. මඤඤඃ වෙලා වගේ,",0
"ජනවර්ගවල ආගමික ,",0
"මම ස්පාඤ්ඤෙට කැකිරි පටවන වෙලාවක උබවත් පටවන්නද ?,",0
"හරි හරි බන්ස්ලා ඉතින් බනින්න ඕනේ ඈ... අපේ ගොසිප්පනේ රට පටලවලා තියෙන්නේ. වීඩියෝ එකේ කොලිටි එකත් එක්ක බැලූ බැල්මට එහෙම පෙනුනේ නෑ. ගොසිප්පා කියලා තිබුනනේ ""මාලකගේ මෙම මෝටර් රථයේ තවත් ජායාරුප පහතින්"" කියලා. ඉතින් ටැපලුනා. පෝෂේ එකක් තමයි ගොහින් තියෙන්නේ. සමා අවසර​.,",0
"හින්දු භක්තික සැමට සුභ තෛපොංගල් දිනයක් වේවා !  - නාලක බණ්ඩාර   2019/01/15 ,",0
"ඔබාමාගේ රෙදි ගැලවුනේ හිලරි පැරදුන දවසේ. දැන් නිකන් බොරු පොයිය විතරයි. ඔහොම හිතුව පර්සිට වෙච්ච දේ කව්රුත් දැක්කනේ,",1
"ඇයි යකෝ දැන් ඉන්දියාවට අඩු ඔච්චරද​? හදපන්කෝ හිලක් ක්‍ෂීරපථයේ මෙතන අපිටත් කෙලවෙන්න​. අඩු ගාණකට හදලා ලංකාවට පාත්වෙයිද දන්නේ නෑ අඟහරු කියලා.,",0
